,personnel-costs-row.amount,material-costs-row.amount,rent-costs-row.amount,service-purchase-costs-row.amount,steamship-costs-row.amount,other-costs-row.amount,equipment-costs-row.amount,coordination-costs-row.amount,other-costs-row-2.amount,personnel-costs-row.amount-18,material-costs-row.amount-18,menotamount,project-incomes-row.amount,own-income-row.amount,eu-programs-income-row.amount,other-public-financing-income-row.amount,private-financing-income-row.amount,tulotamount,summaamount,SummienTodennakoisyys,radioButton-good-practices,organization_name,project_name,ei-tuotos-tyyppia,henkiloestoeliikkuvuudet-lkm,julkaisut,kasikirja,koulutus,muu-tuotos,ohjelma,opiskelijaliikkuvuudet-lkm,raportti,selvitys,tapahtuma,toimintamalli,tutkimus,verkkosivut,min,max,std,mean,sum,haku_id,osa_alue_id,osa_alue_nimi
59Nokian kaupunkiOppimispolkuja Nokialla,49867.0,536.0,0.0,18419.0,0.0,1.0,8947.0,0.0,0.0,0.0,0.0,77770.0,0.0,0.0,0.0,0.0,0.0,0.0,-77770.0,77.62560742714257,,Nokian kaupunki,Oppimispolkuja Nokialla,,,1.0,,,,,,,,,1.0,,,-0.4,0.6,0.23225086686023425,0.12,2.0,59,2,02 Esi- ja perusopetus
"59Turun kaupunki, sivistystoimialaDisco idipsum - yhdessä oppiminen",120784.0,1995.0,0.0,4131.0,915.0,769.0,0.0,0.0,0.0,0.0,0.0,128594.0,0.0,0.0,0.0,0.0,0.0,0.0,-128594.0,78.33718409728449,,"Turun kaupunki, sivistystoimiala",Disco idipsum - yhdessä oppiminen,,,1.0,,,,,,,,2.0,1.0,,,-0.1,0.9,0.3656327640716069,0.3583333333333333,4.0,59,2,02 Esi- ja perusopetus
59Espoon kristillisen koulun kannatusyhdistys ryPänttäyksestä printtaukseen - 3D-tulostuksen ja robotiikan uutta pedagogiikkaa perusopetukseen,91595.0,3133.0,0.0,66500.0,2402.0,341.0,18848.0,0.0,0.0,0.0,0.0,182819.0,0.0,0.0,0.0,0.0,0.0,0.0,-182819.0,65.8278345626224,,Espoon kristillisen koulun kannatusyhdistys ry,Pänttäyksestä printtaukseen - 3D-tulostuksen ja robotiikan uutta pedagogiikkaa perusopetukseen,,,1.0,,,9.0,,,,,2.0,1.0,1.0,,-0.9,0.9,0.29829886769224034,0.1288888888888889,14.0,59,2,02 Esi- ja perusopetus
"59Oulun yliopisto, Oulun normaalikoulu ARVOT - Arvioinnilla oppimisen taitajaksi ",199061.0,1464.0,0.0,22322.0,18232.0,2131.0,4607.0,0.0,0.0,0.0,0.0,247817.0,0.0,0.0,0.0,0.0,0.0,0.0,-247817.0,66.75642363974146,,"Oulun yliopisto, Oulun normaalikoulu ",ARVOT - Arvioinnilla oppimisen taitajaksi ,,,,,,1.0,,,,,,,,,0.0,0.0,,0.0,1.0,59,2,02 Esi- ja perusopetus
59Borgå stadMervärde för matematik och modersmål,27357.0,10884.0,0.0,10115.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,48821.0,0.0,0.0,0.0,0.0,3500.0,3500.0,-45321.0,45.7537676103817,,Borgå stad,Mervärde för matematik och modersmål,,,,,,1.0,,,,,1.0,3.0,1.0,,-0.7,0.8,0.2954749337139243,0.08546296296296296,6.0,59,2,02 Esi- ja perusopetus
59Akaan kaupunki Digiajan ajattelijat,139567.0,26708.0,4866.0,142040.0,18747.0,0.0,17185.0,0.0,0.0,0.0,0.0,349113.0,0.0,0.0,0.0,0.0,0.0,0.0,-349113.0,27.08055009472955,,Akaan kaupunki ,Digiajan ajattelijat,,,2.0,,,2.0,,,,,,3.0,2.0,,-0.7,0.8,0.2293191784478889,0.105,9.0,59,2,02 Esi- ja perusopetus
59Närpes stadUppbyggnad av kartläggningsprogram för förberedande undervisning samt integrering efter den förberedande undervisningen,51518.0,1093.0,0.0,25183.0,4449.0,245.0,1641.0,0.0,0.0,0.0,0.0,84129.0,67200.0,0.0,0.0,0.0,0.0,67200.0,-16929.0,49.453317680221645,,Närpes stad,Uppbyggnad av kartläggningsprogram för förberedande undervisning samt integrering efter den förberedande undervisningen,,,1.0,,,1.0,,,,,,,,,0.0,0.0,,0.0,2.0,59,2,02 Esi- ja perusopetus
59Helsingin Rudolf Steiner -koulun kannatusyhdistys ryPuutarhassa opettamisen taitoja opettajille,40124.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50124.0,0.0,0.0,0.0,0.0,0.0,0.0,-50124.0,93.22207572963943,,Helsingin Rudolf Steiner -koulun kannatusyhdistys ry,Puutarhassa opettamisen taitoja opettajille,,,1.0,,,,,,,,,2.0,,,0.0,0.6,0.18287277891269896,0.21984126984126987,3.0,59,2,02 Esi- ja perusopetus
59Lapin yliopiston harjoittelukouluweLearn,82806.0,2257.0,0.0,4417.0,0.0,2954.0,14115.0,0.0,0.0,0.0,0.0,106549.0,84800.0,0.0,0.0,0.0,0.0,84800.0,-21749.0,46.78666597969515,,Lapin yliopiston harjoittelukoulu,weLearn,,,,,,4.0,,,,,,1.0,,,0.0,0.9,0.2531838715411771,0.14666666666666667,5.0,59,2,02 Esi- ja perusopetus
59Kaarinan kaupunkiIhan pihalla! - oppilaat ympäristön tutkijoina,87459.0,1198.0,364.0,257979.0,5702.0,3894.0,121546.0,0.0,0.0,0.0,0.0,478142.0,0.0,0.0,0.0,0.0,0.0,0.0,-478142.0,-17.005415126510858,,Kaarinan kaupunki,Ihan pihalla! - oppilaat ympäristön tutkijoina,,,4.0,,,1.0,,,,,6.0,1.0,2.0,,-0.4,0.8,0.1623413978749894,0.06836734693877551,14.0,59,2,02 Esi- ja perusopetus
"59Itä-Suomen yliopisto, Joensuun normaalikouluMuuttuvat tilat — Muuttuva pedagogiikka",74538.0,1657.0,0.0,24.0,5037.0,0.0,9360.0,0.0,0.0,0.0,0.0,90616.0,0.0,0.0,0.0,18123.0,0.0,18123.0,-72493.0,47.021373251227466,,"Itä-Suomen yliopisto, Joensuun normaalikoulu",Muuttuvat tilat — Muuttuva pedagogiikka,,,3.0,,,,,,,,,,,,-0.1,0.2,0.14142135623730953,0.03333333333333333,3.0,59,2,02 Esi- ja perusopetus
59Viipurin Reaalikoulu Oy / Maunulan yhteiskouluOppimisympäristöt ilman rajoja,34325.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,44325.0,0.0,0.0,0.0,0.0,0.0,0.0,-44325.0,79.09334773849595,,Viipurin Reaalikoulu Oy / Maunulan yhteiskoulu,Oppimisympäristöt ilman rajoja,,,1.0,,,,,,,,,1.0,,,-0.1,0.1,0.07071067811865478,0.0,2.0,59,2,02 Esi- ja perusopetus
59Grankulla kultur- och utbildningstjänster3D skriver framtiden,25945.0,1070.0,0.0,35000.0,945.0,2047.0,6000.0,0.0,0.0,0.0,0.0,71007.0,0.0,0.0,0.0,0.0,0.0,0.0,-71007.0,77.73088260474535,,Grankulla kultur- och utbildningstjänster,3D skriver framtiden,,,1.0,,,,,,,,,1.0,1.0,,0.0,0.8,0.30142480313539144,0.2388888888888889,3.0,59,2,02 Esi- ja perusopetus
59Lauttasaaren yhteiskouluMonialaiset opinnot ja digitaaliset ympäristöt urheilevan koululaisen hyvinvointia tukemassa,21199.0,727.0,0.0,31096.0,7530.0,0.0,5921.0,0.0,0.0,0.0,0.0,66473.0,0.0,0.0,0.0,0.0,0.0,0.0,-66473.0,77.05858204229837,,Lauttasaaren yhteiskoulu,Monialaiset opinnot ja digitaaliset ympäristöt urheilevan koululaisen hyvinvointia tukemassa,,,,,,,,,,,,,1.0,,0.0,0.0,,0.0,1.0,59,2,02 Esi- ja perusopetus
"59Itä-Suomen yliopisto, Joensuun normaalikouluTieto- ja viestintäteknologian ankkurointia ilmiöpohjaiseen oppimiseen alkuopetuksessa - 1-2 luokan oppilaat oman oppimisen tutkijoina ",43245.0,0.0,0.0,0.0,2733.0,332.0,4660.0,0.0,0.0,0.0,0.0,50970.0,0.0,0.0,0.0,0.0,0.0,0.0,-50970.0,78.92762915774561,,"Itä-Suomen yliopisto, Joensuun normaalikoulu",Tieto- ja viestintäteknologian ankkurointia ilmiöpohjaiseen oppimiseen alkuopetuksessa - 1-2 luokan oppilaat oman oppimisen tutkijoina ,,,1.0,,,2.0,,,,,3.0,1.0,3.0,,0.0,0.9,0.26448412380711944,0.13499999999999998,10.0,59,2,02 Esi- ja perusopetus
59Sodankylän kuntaTehdään koulu yhdessä,9957.0,8074.0,427.0,9946.0,5649.0,200.0,3869.0,0.0,0.0,0.0,0.0,38122.0,0.0,0.0,0.0,0.0,0.0,0.0,-38122.0,78.29317313476037,,Sodankylän kunta,Tehdään koulu yhdessä,,,,,,,,,,,11.0,,,,-0.3,0.2,0.040406101782088436,2.523234146875356e-18,11.0,59,2,02 Esi- ja perusopetus
59Lappeenrannan kaupunkiOppilaiden osallisuudesta johtajuuteen,18609.0,794.0,0.0,8517.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,30370.0,0.0,0.0,0.0,0.0,0.0,0.0,-30370.0,79.69099490613512,,Lappeenrannan kaupunki,Oppilaiden osallisuudesta johtajuuteen,,,,,,,,,,,3.0,1.0,,,0.0,0.0,,0.0,4.0,59,2,02 Esi- ja perusopetus
59Kuopion kaupunkiOsaavat opettajat - onnelliset oppijat,208326.0,2000.0,1500.0,54003.0,9545.0,1701.0,17001.0,0.0,0.0,0.0,0.0,294076.0,0.0,0.0,0.0,0.0,0.0,0.0,-294076.0,65.54238048052447,,Kuopion kaupunki,Osaavat opettajat - onnelliset oppijat,,,1.0,,,,,,,,1.0,3.0,2.0,,-0.5,0.5,0.22219601443879744,0.08214285714285716,7.0,59,2,02 Esi- ja perusopetus
59Kangasalan kuntaOppilaiden osallistaminen kolmen TVT-projektin kautta,34030.0,7761.0,0.0,12847.0,0.0,3066.0,0.0,0.0,0.0,0.0,0.0,57704.0,56400.0,0.0,0.0,0.0,0.0,56400.0,-1304.0,58.69138765310749,,Kangasalan kunta,Oppilaiden osallistaminen kolmen TVT-projektin kautta,,,,,,,,,,,1.0,2.0,,,-0.1,0.1,0.057735026918962574,0.05555555555555556,3.0,59,2,02 Esi- ja perusopetus
59Nurmijärven kuntaKokeilukulttuuri ja tet 2.0,99.0,5050.0,0.0,39904.0,2911.0,375.0,0.0,0.0,0.0,0.0,0.0,48339.0,0.0,0.0,0.0,0.0,0.0,0.0,-48339.0,76.81463141328031,,Nurmijärven kunta,Kokeilukulttuuri ja tet 2.0,,,,,,,,,,,2.0,2.0,,,0.0,0.3,0.06829158558954739,0.052500000000000005,4.0,59,2,02 Esi- ja perusopetus
59Kuopion kaupunkiTeknoluokilta tulevaisuuden tekijöiksi,109777.0,14159.0,0.0,3334.0,9174.0,850.0,15388.0,0.0,0.0,0.0,0.0,152682.0,0.0,0.0,0.0,0.0,0.0,0.0,-152682.0,70.49638408233183,,Kuopion kaupunki,Teknoluokilta tulevaisuuden tekijöiksi,,,5.0,,,1.0,,,,,,3.0,,,0.0,0.5,,0.16666666666666669,9.0,59,2,02 Esi- ja perusopetus
"59Helsingin kaupunki, OpetusvirastoInno – innovatiivisten oppimisympäristöjen ja pedagogisen toimintakulttuurin kehittäminen kokeiluilla",102479.0,0.0,0.0,82840.0,2516.0,23931.0,0.0,0.0,0.0,0.0,0.0,211766.0,0.0,0.0,0.0,0.0,0.0,0.0,-211766.0,67.32237702312362,,"Helsingin kaupunki, Opetusvirasto",Inno – innovatiivisten oppimisympäristöjen ja pedagogisen toimintakulttuurin kehittäminen kokeiluilla,2.0,,,,,1.0,,,,,1.0,8.0,,,-0.7,0.7,0.23876129579816105,0.052301587301587286,10.0,59,2,02 Esi- ja perusopetus
61Ammattiopisto Spesia OyValmennan ja ohjaan nivelvaiheissa,38522.0,48.0,0.0,400.0,563.0,560.0,0.0,0.0,0.0,0.0,0.0,40093.0,0.0,0.0,0.0,0.0,0.0,0.0,-40093.0,97.48463908293381,,Ammattiopisto Spesia Oy,Valmennan ja ohjaan nivelvaiheissa,1.0,,,,,,,,,,,,,,0.5,0.5,0.0,0.5,0.0,61,1,01 Varhaiskasvatus
61Haaga-Helia Ammatillinen opettajakorkeakouluKohti reformia,83423.0,912.0,4070.0,5504.0,2624.0,0.0,0.0,0.0,0.0,0.0,0.0,96533.0,0.0,0.0,0.0,0.0,0.0,0.0,-96533.0,78.50963825104526,,Haaga-Helia Ammatillinen opettajakorkeakoulu,Kohti reformia,5.0,,,,,,,,,,,,,,0.0,0.8,0.27892082370583776,0.36,0.0,61,1,01 Varhaiskasvatus
61Hengitysliitto ry / Ammattiopisto LuoviSOS - Sujuva ohjaus ja siirtymät,63196.0,72.0,1397.0,26956.0,13146.0,1513.0,0.0,0.0,0.0,0.0,0.0,106280.0,0.0,0.0,0.0,0.0,0.0,0.0,-106280.0,74.87329824086547,,Hengitysliitto ry / Ammattiopisto Luovi,SOS - Sujuva ohjaus ja siirtymät,3.0,,,,,,,,,,,,,,-0.8,0.8,0.4383914750077451,0.10416666666666667,0.0,61,1,01 Varhaiskasvatus
"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateMaahanmuuttajien opinto- ja urapolkujen tukeminen ohjauksessa 10 op ",45887.0,66.0,5028.0,797.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,53275.0,0.0,0.0,0.0,0.0,0.0,0.0,-53275.0,77.54546398439473,,"Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu Aducate",Maahanmuuttajien opinto- ja urapolkujen tukeminen ohjauksessa 10 op ,3.0,,,,,,,,,,,,,,-0.3,0.7,0.18307818511333848,0.05166666666666666,0.0,61,1,01 Varhaiskasvatus
61Metropolia Ammattikorkeakoulu OyMuutoksen johtaminen toisen asteen oppilaitoksessa,22855.0,185.0,0.0,14352.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,37602.0,0.0,0.0,0.0,0.0,0.0,0.0,-37602.0,88.66002738918863,,Metropolia Ammattikorkeakoulu Oy,Muutoksen johtaminen toisen asteen oppilaitoksessa,2.0,,,,,,,,,,,,,,0.0,0.2,0.05000000000000001,0.1125,0.0,61,1,01 Varhaiskasvatus
61HCI Productions OyRehtorit digitalisaation johdossa - DigiTuikku,12847.0,251.0,0.0,6460.0,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,21060.0,0.0,0.0,0.0,0.0,0.0,0.0,-21060.0,95.54396339575469,,HCI Productions Oy,Rehtorit digitalisaation johdossa - DigiTuikku,2.0,,,,,,,,,,,,,,0.0,0.2,,0.1,0.0,61,1,01 Varhaiskasvatus
61Turun yliopistoOhjelmointi matematiikan opetuksessa,18586.0,0.0,246.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,18998.0,0.0,0.0,0.0,0.0,0.0,0.0,-18998.0,95.71718314051355,,Turun yliopisto,Ohjelmointi matematiikan opetuksessa,1.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,61,1,01 Varhaiskasvatus
"61Suomen ympäristöopisto SYKLI OyMeidän paikka – teknologia, muotoilu, luovuus ja kestävä kehitys",48717.0,4491.0,3990.0,33823.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,91411.0,0.0,0.0,0.0,0.0,0.0,0.0,-91411.0,77.35365554745401,,Suomen ympäristöopisto SYKLI Oy,"Meidän paikka – teknologia, muotoilu, luovuus ja kestävä kehitys",5.0,,,,,,,,,,,,,,-0.1,0.6,0.18413896715467576,0.13066666666666668,0.0,61,1,01 Varhaiskasvatus
61Turun kesäyliopistoEloa ja iloa monimuotoiseen kieltenopetukseen,41139.0,952.0,2752.0,0.0,792.0,1714.0,0.0,0.0,0.0,0.0,0.0,47349.0,0.0,0.0,0.0,0.0,0.0,0.0,-47349.0,79.01914196965157,,Turun kesäyliopisto,Eloa ja iloa monimuotoiseen kieltenopetukseen,1.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,61,1,01 Varhaiskasvatus
"61Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikköOppimisen ja kasvun haasteet varhaiskasvatuksessa ja esiopetuksessa",8280.0,0.0,1836.0,35354.0,7530.0,0.0,0.0,0.0,0.0,0.0,0.0,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,-53000.0,77.26925026045487,,"Lapin yliopisto, KTK, Opetus- ja kasvatusalan täydennyskoulutusyksikkö",Oppimisen ja kasvun haasteet varhaiskasvatuksessa ja esiopetuksessa,1.0,,,,,,,,,,,,,,0.3,0.8,0.2516611478423584,0.5333333333333333,0.0,61,1,01 Varhaiskasvatus
61Mannerheimin LastensuojeluliittoOsallisuutta oppimassa,30455.0,0.0,464.0,7371.0,2511.0,1033.0,0.0,0.0,0.0,0.0,0.0,41834.0,0.0,0.0,0.0,0.0,4500.0,4500.0,-37334.0,46.972679138833996,,Mannerheimin Lastensuojeluliitto,Osallisuutta oppimassa,2.0,,,,,,,,,,,,,,-0.5,0.6,0.2199017158590904,0.05714285714285715,0.0,61,1,01 Varhaiskasvatus
"61Matemaattisten Aineiden Opettajien Liitto MAOL ryOhjelmistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",58744.0,33.0,0.0,978.0,9543.0,599.0,0.0,0.0,0.0,0.0,0.0,69897.0,0.0,0.0,0.0,0.0,0.0,0.0,-69897.0,76.97566581935655,,Matemaattisten Aineiden Opettajien Liitto MAOL ry,"Ohjelmistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",1.0,,,,,,,,,,,,,,-0.1,0.2,0.0948683298050514,0.030000000000000006,0.0,61,1,01 Varhaiskasvatus
"61Matemaattisten Aineiden Opettajien Liitto MAOL ryDigitaalisten aineistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",41352.0,258.0,1488.0,1747.0,8856.0,393.0,0.0,0.0,0.0,0.0,0.0,54094.0,0.0,0.0,0.0,0.0,0.0,0.0,-54094.0,77.93867344973386,,Matemaattisten Aineiden Opettajien Liitto MAOL ry,"Digitaalisten aineistojen pedagoginen hyödyntäminen matematiikassa, fysiikassa ja kemiassa",1.0,,,,,,,,,,,,,,0.0,0.9,0.45,0.225,0.0,61,1,01 Varhaiskasvatus
"61Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)Taitoja ja työkaluja digi-osaamiseen",64809.0,0.0,0.0,2388.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,67653.0,0.0,0.0,0.0,0.0,0.0,0.0,-67653.0,95.09381556712786,,"Oulun yliopisto, Täydentävien opintojen keskus (TOPIK)",Taitoja ja työkaluja digi-osaamiseen,1.0,,,,,,,,,,,,,,0.0,0.3,0.1414213562373095,0.1,0.0,61,1,01 Varhaiskasvatus
"61Niilo Mäki InstituuttiHyvinvointia ja turvallisuutta kasvua, oppimista ja koulunkäyntiä tukemalla",128770.0,700.0,41450.0,9551.0,20412.0,2030.0,0.0,0.0,0.0,0.0,0.0,202913.0,0.0,0.0,0.0,0.0,0.0,0.0,-202913.0,25.70514442074299,,Niilo Mäki Instituutti,"Hyvinvointia ja turvallisuutta kasvua, oppimista ja koulunkäyntiä tukemalla",4.0,,,,,,,,,,,,,,-0.5,0.9,0.3305440332162416,0.22083333333333333,0.0,61,1,01 Varhaiskasvatus
61Tornion kaupunki / Tornion kansalaisopistoMeänmaan verkko-opisto II,48043.0,329.0,0.0,18045.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,67479.0,0.0,0.0,0.0,0.0,0.0,0.0,-67479.0,82.51573934156104,,Tornion kaupunki / Tornion kansalaisopisto,Meänmaan verkko-opisto II,4.0,,,,,,,,,,,,,,-0.4,0.9,0.26080440122321336,0.3278968253968254,0.0,61,1,01 Varhaiskasvatus
"61Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakouluYhdessä turvallista ja yhteisöllistä oppilaitosta rakentamaan",51479.0,784.0,4336.0,9178.0,1799.0,1429.0,0.0,0.0,0.0,0.0,0.0,69005.0,0.0,0.0,0.0,0.0,0.0,0.0,-69005.0,78.53295656577369,,"Jyväskylän ammattikorkeakoulu, ammatillinen opettajakorkeakoulu",Yhdessä turvallista ja yhteisöllistä oppilaitosta rakentamaan,2.0,,,,,,,,,,,,,,-0.2,0.7,0.1823458252881047,0.23,0.0,61,1,01 Varhaiskasvatus
61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaProgrammera mera - ProgPrep 2.0,33292.0,1368.0,4678.0,10034.0,5675.0,0.0,0.0,0.0,0.0,0.0,0.0,55047.0,0.0,0.0,0.0,0.0,0.0,0.0,-55047.0,78.41375505146048,,Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan Novia,Programmera mera - ProgPrep 2.0,1.0,,,,,,,,,,,,,,0.0,0.3,0.12583057392117916,0.125,0.0,61,1,01 Varhaiskasvatus
"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateUraohjaus – tukea työuralle suuntautumiseen",36483.0,123.0,2913.0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42084.0,0.0,0.0,0.0,0.0,0.0,0.0,-42084.0,78.8168765010347,,"Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu Aducate",Uraohjaus – tukea työuralle suuntautumiseen,1.0,,,,,,,,,,,,,,0.3,0.4,0.07071067811865478,0.35,0.0,61,1,01 Varhaiskasvatus
"61Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu AducateTraumojen ja kriisien kohtaaminen maahanmuuttajataustaisten oppilaiden opetus- ja ohjaustyössä (8 op) ",22624.0,36.0,2412.0,8666.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,34199.0,0.0,0.0,0.0,0.0,0.0,0.0,-34199.0,79.20988859154973,,"Itä-Suomen yliopisto, koulutus- ja kehittämispalvelu Aducate",Traumojen ja kriisien kohtaaminen maahanmuuttajataustaisten oppilaiden opetus- ja ohjaustyössä (8 op) ,3.0,,,,,,,,,,,,,,0.0,0.9,0.2916437798334717,0.2833333333333334,0.0,61,1,01 Varhaiskasvatus
61Rauhankasvatusinstituutti ryYhtä aikaa! - yhdenvertaisuus- ja tasa-arvosuunnittelukoulutus,49295.0,720.0,5100.0,3986.0,4416.0,0.0,0.0,0.0,0.0,0.0,0.0,63517.0,0.0,0.0,0.0,3600.0,0.0,3600.0,-59917.0,74.38368196052335,,Rauhankasvatusinstituutti ry,Yhtä aikaa! - yhdenvertaisuus- ja tasa-arvosuunnittelukoulutus,6.0,,,,,,,,,,,,,,-0.2,0.4,0.1689813041385717,0.12222222222222222,0.0,61,1,01 Varhaiskasvatus
61Ilona IT OyMobiilitotaali 2 - MOTO,32226.0,0.0,120.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33146.0,0.0,0.0,0.0,0.0,0.0,0.0,-33146.0,97.34894338450432,,Ilona IT Oy,Mobiilitotaali 2 - MOTO,6.0,,,,,,,,,,,,,,-0.4,0.8,0.19915673250390045,0.12333333333333335,0.0,61,1,01 Varhaiskasvatus
61Ilona IT OyMonialaisten osaamiskokonaisuuksien pedagogiikan kehittämis- ja arviontihanke - MOPE,28340.0,108.0,327.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28829.0,0.0,0.0,0.0,0.0,0.0,0.0,-28829.0,93.12781665080105,,Ilona IT Oy,Monialaisten osaamiskokonaisuuksien pedagogiikan kehittämis- ja arviontihanke - MOPE,2.0,,,,,,,,,,,,,,-0.1,0.5,0.19734103047361976,0.23015873015873015,0.0,61,1,01 Varhaiskasvatus
61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFramtidens informationskompetens,52944.0,454.0,2773.0,3010.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,65251.0,0.0,0.0,0.0,0.0,0.0,0.0,-65251.0,78.98655982213064,,Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan Novia,Framtidens informationskompetens,1.0,,,,,,,,,,,,,,-0.2,0.2,0.2081665999466133,0.03333333333333335,0.0,61,1,01 Varhaiskasvatus
61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaFlerspråkighetsdidaktik och interkulturell pedagogik,22988.0,391.0,2740.0,2517.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,29666.0,0.0,0.0,0.0,0.0,0.0,0.0,-29666.0,79.08188625882876,,Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan Novia,Flerspråkighetsdidaktik och interkulturell pedagogik,1.0,,,,,,,,,,,,,,0.0,0.7,0.2544836041121407,0.18571428571428567,0.0,61,1,01 Varhaiskasvatus
61Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan NoviaEn för alla och alla för en - att stöda och handleda ungdomars välmående och motivation i skolan,26256.0,206.0,3625.0,8767.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,42454.0,0.0,0.0,0.0,0.0,0.0,0.0,-42454.0,79.02440280086131,,Centret för livslångt lärande vid Åbo Akademi och Yrkeshögskolan Novia,En för alla och alla för en - att stöda och handleda ungdomars välmående och motivation i skolan,1.0,,,,,,,,,,,,,,-0.3,0.8,0.3732100136460895,0.17500000000000002,0.0,61,1,01 Varhaiskasvatus
61Metropolia Ammattikorkeakoulu OyDigitaaliset työvälineet haltuun,38304.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38995.0,0.0,0.0,0.0,0.0,0.0,0.0,-38995.0,97.53557798820272,,Metropolia Ammattikorkeakoulu Oy,Digitaaliset työvälineet haltuun,4.0,,,,,,,,,,,,,,-0.1,-0.1,,-0.1,0.0,61,1,01 Varhaiskasvatus
"61Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu AducateEnnakoiva johtaja (11 op)",17958.0,0.0,1203.0,4829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23990.0,0.0,0.0,0.0,0.0,0.0,0.0,-23990.0,79.2781246407815,,"Itä-Suomen yliopisto, Koulutus- ja kehittämispalvelu Aducate",Ennakoiva johtaja (11 op),3.0,,,,,,,,,,,,,,0.0,0.8,0.2267826412006549,0.17805555555555555,0.0,61,1,01 Varhaiskasvatus
61Finnoschool oyATLAS- tutkimusmatka maailmaan - kohti ilmiölähtöistä oppimista,30049.0,213.0,2633.0,10764.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,44875.0,0.0,0.0,0.0,0.0,0.0,0.0,-44875.0,79.31965351113176,,Finnoschool oy,ATLAS- tutkimusmatka maailmaan - kohti ilmiölähtöistä oppimista,1.0,,,,,,,,,,,,,,0.0,0.8,0.4358898943540673,0.3,0.0,61,1,01 Varhaiskasvatus
61Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+Oppimisen ja opettajuuden muutos – positiivinen haaste pedagogiselle johtajuudelle,22075.0,0.0,5395.0,38640.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,68360.0,0.0,0.0,0.0,0.0,0.0,0.0,-68360.0,75.69128183513553,,Helsingin yliopiston Koulutus- ja kehittämispalvelut HY+,Oppimisen ja opettajuuden muutos – positiivinen haaste pedagogiselle johtajuudelle,3.0,,,,,,,,,,,,,,0.1,0.6,0.17677669529663684,0.45,0.0,61,1,01 Varhaiskasvatus
"61Helsingin yliopisto, Koulutus- ja kehittämispalvelut HY+Hyvinvoiva lapsi ja nuori! Lasten ja nuorten tunne- ja tietoisuustaito-ohjaajakoulutus",31882.0,240.0,2865.0,2024.0,0.0,3078.0,0.0,0.0,0.0,0.0,0.0,40089.0,0.0,0.0,0.0,0.0,0.0,0.0,-40089.0,78.83791989611392,,"Helsingin yliopisto, Koulutus- ja kehittämispalvelut HY+",Hyvinvoiva lapsi ja nuori! Lasten ja nuorten tunne- ja tietoisuustaito-ohjaajakoulutus,1.0,,,,,,,,,,,,,,0.0,0.4,0.17078251276599332,0.2250000000000001,0.0,61,1,01 Varhaiskasvatus
